# International Personality Item Pool (IPIP) — item-assignment table
#
# Source:      TedoneItemAssignmentTable30APR21.xlsx
#              https://ipip.ori.org/newMultipleconstructs.htm
# Provider:    International Personality Item Pool (https://ipip.ori.org),
#              Oregon Research Institute.
# License:     Public domain. IPIP items and scales are provided without
#              copyright restriction; no permission is required to use them.
#              Please credit the IPIP and the Oregon Research Institute.
#
# Normalization applied when converting the source .xlsx to this file:
#   - the single sheet ("data_nodupes") is emitted verbatim, column for column
#     (instrument, alpha, key, text, label); no rows are dropped or rewritten;
#   - 200 trailing all-blank spreadsheet rows are omitted;
#   - rows are sorted by (label, instrument, text) so the file diffs stably.
#
# Shape: 3805 assignments, 1961 unique items, 246 labels, 36 instruments.
#
# Four quirks of the source data that consumers must handle (see items.go):
#   - `alpha` is occasionally a comma-separated list ("0.59,0.63") where an item
#     is assigned via more than one scale; 278 rows are of this form.
#   - `alpha` is "." on 32 rows, all from the IPIP-IPC instrument, where the
#     source reports no reliability for the scale.
#   - `alpha` is out of range on 26 rows: 16 BIS_BAS rows read "1994" (the
#     Carver & White citation year) and 10 MPQ rows read "12" (an item count).
#     Cronbach's alpha cannot exceed 1, so these are slips in the source table
#     and are treated as "no reported reliability".
#   - `key` is 0 (rather than +1/-1) on 39 rows, all from the VIA instrument,
#     where the source leaves the keying direction undetermined.
#
# These are preserved verbatim rather than corrected: this file is a faithful
# copy of the published table, and the interpretation lives in the loader.
#
# Lines beginning with '#' are comments and are skipped by the loader.
instrument,alpha,key,text,label
VIA,0.7,1,Don't call attention to myself.,Modesty/Humility
VIA,0.7,0,Feel that too much modesty gets a person in trouble.,Modesty/Humility
VIA,0.7,-1,Like to stand out in a crowd.,Modesty/Humility
VIA,0.7,-1,Like to talk about myself.,Modesty/Humility
VIA,0.7,1,Would never be described as arrogant.,Modesty/Humility
AB5C,0.73,-1,Act at the expense of others.,Morality
AB5C,0.73,-1,Break rules.,Morality
AB5C,0.73,-1,Don't care about rules.,Morality
AB5C,0.73,1,Like harmony in my life.,Morality
AB5C,0.73,-1,Only talk about my own interests.,Morality
AB5C,0.73,-1,Overestimate my achievements.,Morality
AB5C,0.73,1,Respect authority.,Morality
AB5C,0.73,1,Respect the privacy of others.,Morality
AB5C,0.73,-1,Scheme against others.,Morality
AB5C,0.73,1,Try to follow the rules.,Morality
AB5C,0.73,-1,Turn my back on others.,Morality
AB5C,0.73,1,Would never cheat on my taxes.,Morality
NEO,0.75,-1,Cheat to get ahead.,Morality
NEO,0.75,-1,Know how to get around the rules.,Morality
NEO,0.75,-1,Obstruct others' plans.,Morality
NEO,0.75,-1,Pretend to be concerned for others.,Morality
NEO,0.75,-1,Put people under pressure.,Morality
NEO,0.75,1,Stick to the rules.,Morality
NEO,0.75,-1,Take advantage of others.,Morality
NEO,0.75,-1,Use flattery to get ahead.,Morality
NEO,0.75,-1,Use others for my own ends.,Morality
TCI,0.66,1,Act according to my conscience.,Morality
TCI,0.66,-1,Believe that the end justifies the means.,Morality
TCI,0.66,1,Care about justice.,Morality
TCI,0.66,-1,Do the opposite of what is asked.,Morality
TCI,0.66,1,Listen to my conscience.,Morality
TCI,0.66,-1,Misuse power.,Morality
TCI,0.66,1,Return extra change when a cashier makes a mistake.,Morality
TCI,0.66,1,Stand behind my actions.,Morality
TCI,0.66,-1,Try to fool others.,Morality
Cacioppo1982,0.93,1,Am quick to understand things.,Need for Cognition
Cacioppo1982,0.93,-1,Avoid difficult reading material.,Need for Cognition
Cacioppo1982,0.93,-1,Avoid philosophical discussions.,Need for Cognition
Cacioppo1982,0.93,1,Can handle a lot of information.,Need for Cognition
Cacioppo1982,0.93,-1,Have difficulty understanding abstract ideas.,Need for Cognition
Cacioppo1982,0.93,1,Like to solve complex problems.,Need for Cognition
Cacioppo1982,0.93,1,Love to read challenging material.,Need for Cognition
Cacioppo1982,0.93,1,Love to think up new ways of doing things.,Need for Cognition
Cacioppo1982,0.93,1,Need things explained only once.,Need for Cognition
Cacioppo1982,0.93,-1,Try to avoid complex people.,Need for Cognition
Foa1998,0.81,-1,Am not bothered by disorder.,Need for Order and Cleanliness
Foa1998,0.81,-1,Am not bothered by messy people.,Need for Order and Cleanliness
Foa1998,0.81,1,Continue until everything is perfect.,Need for Order and Cleanliness
Foa1998,0.81,1,Follow a schedule.,Need for Order and Cleanliness
Foa1998,0.81,-1,Leave a mess in my room.,Need for Order and Cleanliness
Foa1998,0.81,-1,Leave my belongings around.,Need for Order and Cleanliness
Foa1998,0.81,1,Like order.,Need for Order and Cleanliness
Foa1998,0.81,1,Like to tidy up.,Need for Order and Cleanliness
Foa1998,0.81,1,Want everything to add up perfectly.,Need for Order and Cleanliness
Foa1998,0.81,1,Want everything to be just right.,Need for Order and Cleanliness
Barchard2001,"0.75,0.74",1,Can't help but look upset when something bad happens.,Negative Expressivity
Barchard2001,"0.75,0.74",-1,Find it difficult showing people that I'm angry with them.,Negative Expressivity
Barchard2001,"0.75,0.74",-1,"Keep my feelings to myself, regardless of how scared I am.",Negative Expressivity
Barchard2001,"0.75,0.74",-1,"Keep my feelings to myself, regardless of how unhappy I am.",Negative Expressivity
Barchard2001,"0.75,0.74",-1,Rarely show my anger.,Negative Expressivity
Barchard2001,"0.75,0.74",1,Shout or scream when I'm angry.,Negative Expressivity
Barchard2001,"0.75,0.74",1,Show my fear.,Negative Expressivity
Barchard2001,"0.75,0.74",1,Show my sadness.,Negative Expressivity
Barchard2001,"0.75,0.74",1,Suspect that my facial expressions give me away when I feel sad.,Negative Expressivity
Barchard2001,"0.75,0.74",-1,Wish I could more easily show my negative feelings.,Negative Expressivity
7FACTOR,0.72,1,Change myself to suit others.,Negative-Valence
7FACTOR,0.72,1,Conform to others' opinions.,Negative-Valence
7FACTOR,0.72,1,Copy others.,Negative-Valence
7FACTOR,0.72,1,Demand attention.,Negative-Valence
7FACTOR,0.72,1,Interfere in other people's business.,Negative-Valence
7FACTOR,0.72,1,Need the approval of others.,Negative-Valence
7FACTOR,0.72,1,Talk mainly about myself.,Negative-Valence
7FACTOR,0.72,1,Try to impress others.,Negative-Valence
7FACTOR,0.72,1,Want to be told I am right.,Negative-Valence
7FACTOR,0.72,1,Want to prove myself.,Negative-Valence
BFAS,0.89,1,Am a person whose moods go up and down easily.,Neuroticism
BFAS,0.89,1,Am afraid of many things.,Neuroticism
BFAS,0.89,1,Am easily discouraged.,Neuroticism
BFAS,0.89,1,Am filled with doubts about things.,Neuroticism
BFAS,0.89,-1,Am not easily annoyed.,Neuroticism
BFAS,0.89,-1,Am not embarrassed easily.,Neuroticism
BFAS,0.89,1,Become overwhelmed by events.,Neuroticism
BFAS,0.89,1,Can be stirred up easily.,Neuroticism
BFAS,0.89,1,Change my mood a lot.,Neuroticism
BFAS,0.89,-1,Feel comfortable with myself.,Neuroticism
BFAS,0.89,1,Feel threatened easily.,Neuroticism
BFAS,0.89,1,Get angry easily.,Neuroticism
BFAS,0.89,1,Get easily agitated.,Neuroticism
BFAS,0.89,1,Get upset easily.,Neuroticism
BFAS,0.89,-1,Keep my emotions under control.,Neuroticism
BFAS,0.89,-1,Rarely feel depressed.,Neuroticism
BFAS,0.89,-1,Rarely get irritated.,Neuroticism
BFAS,0.89,-1,Rarely lose my composure.,Neuroticism
BFAS,0.89,-1,Seldom feel blue.,Neuroticism
BFAS,0.89,1,Worry about things.,Neuroticism
MPQ,0.84,-1,Am not easily bothered by things.,Neuroticism
MPQ,0.84,-1,Am relaxed most of the time.,Neuroticism
MPQ,0.84,-1,Don't worry about things that have already happened.,Neuroticism
MPQ,0.84,1,Get stressed out easily.,Neuroticism
MPQ,0.84,1,Have frequent mood swings.,Neuroticism
MPQ,0.84,1,Panic easily.,Neuroticism
NEO5-20,0.91,-1,Am not easily frustrated.,Neuroticism
NEO5-20,0.91,1,Am often down in the dumps.,Neuroticism
NEO5-20,0.91,-1,Am very pleased with myself.,Neuroticism
NEO5-20,0.91,1,Dislike myself.,Neuroticism
NEO5-20,0.91,1,Fear for the worst.,Neuroticism
NEO5-20,0.91,1,Often feel blue.,Neuroticism
NEO5-20,0.91,-1,Remain calm under pressure.,Neuroticism
NEO5-20,0.91,-1,Seldom get mad.,Neuroticism
TCI,0.86,1,Am often in a bad mood.,Neuroticism
CAT-PD,"0.83,0.88",1,Am easily distracted.,Non-Perseverance
CAT-PD,"0.83,0.88",1,Am quick to quit when the going gets tough.,Non-Perseverance
CAT-PD,"0.83,0.88",-1,Finish what I start.,Non-Perseverance
CAT-PD,"0.83,0.88",1,Have difficulty keeping my attention on a task.,Non-Perseverance
CAT-PD,"0.83,0.88",1,Quickly lose interest in the tasks I start.,Non-Perseverance
CAT-PD,"0.83,0.88",1,Quit tasks as soon as I get bored.,Non-Perseverance
CAT-PD,"0.82,0.84",1,Act without planning.,Non-Planfulness
CAT-PD,"0.82,0.84",-1,Am a firm believer in thinking things through.,Non-Planfulness
CAT-PD,"0.82,0.84",1,Do things without thinking of the consequences.,Non-Planfulness
CAT-PD,"0.82,0.84",1,Jump into things without thinking.,Non-Planfulness
CAT-PD,"0.82,0.84",-1,Make careful choices.,Non-Planfulness
CAT-PD,"0.82,0.84",1,Prefer to 'live in the moment' rather than plan things out.,Non-Planfulness
CAT-PD,"0.83,0.84",-1,Am a law-abiding citizen.,Norm Violation
CAT-PD,"0.83,0.84",1,Get in trouble with the law.,Norm Violation
CAT-PD,"0.83,0.84",1,Got in trouble a lot at school.,Norm Violation
CAT-PD,"0.83,0.84",1,Have a rebellious side that gets me into trouble.,Norm Violation
CAT-PD,"0.83,0.84",1,Have always been a rule-breaker.,Norm Violation
CAT-PD,"0.83,0.84",1,Have done many things for which I could have been (or was) arrested.,Norm Violation
CAT-PD,"0.83,0.84",-1,Respect authority.,Norm Violation
AB5C,0.71,-1,Believe only in myself.,Nurturance
AB5C,0.71,-1,Believe that I am better than others.,Nurturance
AB5C,0.71,1,Go out of my way for others.,Nurturance
AB5C,0.71,1,Have a soft heart.,Nurturance
AB5C,0.71,1,Like to please others.,Nurturance
AB5C,0.71,-1,Make enemies.,Nurturance
AB5C,0.71,-1,Oppose authority.,Nurturance
AB5C,0.71,-1,Put people under pressure.,Nurturance
AB5C,0.71,-1,Seek danger.,Nurturance
AB5C,0.71,1,Think of others first.,Nurturance
AB5C,0.71,-1,Try to outdo others.,Nurturance
AB5C,0.71,1,Will do anything for others.,Nurturance
AB5C,0.71,1,Wouldn't harm a fly.,Nurturance
Foa2002,0.87,1,Check on things more often than necessary.,Obsessive-Compulsive Symptoms
Foa2002,0.87,1,Feel that I have to repeat certain numbers.,Obsessive-Compulsive Symptoms
Foa2002,0.87,1,Feel that there are good and bad numbers.,Obsessive-Compulsive Symptoms
Foa2002,0.87,1,Find it difficult to touch an object that has been touched by other,Obsessive-Compulsive Symptoms
Foa2002,0.87,1,Get upset by unpleasant thoughts that come into my mind.,Obsessive-Compulsive Symptoms
Foa2002,0.87,1,Get upset if objects are not arranged properly.,Obsessive-Compulsive Symptoms
Foa2002,0.87,1,Get upset if others change the way that I have arranged things.,Obsessive-Compulsive Symptoms
Foa2002,0.87,1,Have difficulty getting rid of nasty thoughts.,Obsessive-Compulsive Symptoms
Foa2002,0.87,1,Need things to be arranged in a particular order.,Obsessive-Compulsive Symptoms
Foa2002,0.87,1,"Repeatedly check doors, windows, and drawers.",Obsessive-Compulsive Symptoms
Foa2002,0.87,1,Sometimes have to clean myself simply because I feel contaminated.,Obsessive-Compulsive Symptoms
Foa2002,0.87,1,Wash my hands more often than is necessary.,Obsessive-Compulsive Symptoms
NEO5-20,0.89,-1,Am not interested in abstract ideas.,Openness To Experience
NEO5-20,0.89,-1,Am not interested in theoretical discussions.,Openness To Experience
NEO5-20,0.89,-1,Avoid philosophical discussions.,Openness To Experience
NEO5-20,0.89,1,Believe in the importance of art.,Openness To Experience
NEO5-20,0.89,-1,Believe that too much tax money goes to support artists.,Openness To Experience
NEO5-20,0.89,1,Can say things beautifully.,Openness To Experience
NEO5-20,0.89,1,Carry the conversation to a higher level.,Openness To Experience
NEO5-20,0.89,-1,Do not enjoy going to art museums.,Openness To Experience
NEO5-20,0.89,-1,Do not like art.,Openness To Experience
NEO5-20,0.89,-1,Do not like poetry.,Openness To Experience
NEO5-20,0.89,1,Enjoy hearing new ideas.,Openness To Experience
NEO5-20,0.89,1,Enjoy thinking about things.,Openness To Experience
NEO5-20,0.89,1,Enjoy wild flights of fantasy.,Openness To Experience
NEO5-20,0.89,1,Get excited by new ideas.,Openness To Experience
NEO5-20,0.89,1,Have a rich vocabulary.,Openness To Experience
NEO5-20,0.89,1,Have a vivid imagination.,Openness To Experience
NEO5-20,0.89,-1,Have difficulty understanding abstract ideas.,Openness To Experience
NEO5-20,0.89,-1,Rarely look for a deeper meaning in things.,Openness To Experience
NEO5-20,0.89,-1,Tend to vote for conservative political candidates.,Openness To Experience
NEO5-20,0.89,1,Tend to vote for liberal political candidates.,Openness To Experience
16PF,0.81,1,Am exacting in my work.,Orderliness
16PF,0.81,-1,Am not bothered by disorder.,Orderliness
16PF,0.81,-1,Am not bothered by messy people.,Orderliness
16PF,0.81,1,Continue until everything is perfect.,Orderliness
16PF,0.81,1,Get chores done right away.,Orderliness
16PF,0.81,-1,Leave a mess in my room.,Orderliness
16PF,0.81,-1,Leave my belongings around.,Orderliness
16PF,0.81,1,Like order.,Orderliness
16PF,0.81,-1,Put off unpleasant tasks.,Orderliness
6FPQ,0.81,-1,Am continually losing things.,Orderliness
6FPQ,0.81,-1,Can never find anything.,Orderliness
6FPQ,0.81,1,Do unpleasant tasks immediately.,Orderliness
6FPQ,0.81,1,Have an eye for detail.,Orderliness
6FPQ,0.81,1,Like to tidy up.,Orderliness
6FPQ,0.81,1,Often forget to put things back in their proper place.,Orderliness
AB5C,0.78,-1,Dislike routine.,Orderliness
AB5C,0.78,1,Do things by the book.,Orderliness
AB5C,0.78,1,Follow a schedule.,Orderliness
AB5C,0.78,1,See that rules are observed.,Orderliness
AB5C,0.78,1,Take good care of my belongings.,Orderliness
AB5C,0.78,1,Work according to a routine.,Orderliness
BFAS,0.8,1,Keep things tidy.,Orderliness
BFAS,0.8,1,Want every detail taken care of.,Orderliness
HPI-HIC,0.61,-1,Am easily talked into doing silly things.,Orderliness
HPI-HIC,0.61,-1,Do unexpected things.,Orderliness
HPI-HIC,0.61,-1,Enjoy wild flights of fantasy.,Orderliness
HPI-HIC,0.61,-1,Like variety.,Orderliness
HPI-HIC,0.61,-1,Try to do too difficult things.,Orderliness
NEO,0.82,1,Do things according to a plan.,Orderliness
NEO,0.82,1,Love order and regularity.,Orderliness
NEO,0.82,1,Want everything to be just right.,Orderliness
AB5C,0.78,1,Complete tasks successfully.,Organization
AB5C,0.78,1,Demand quality.,Organization
AB5C,0.78,1,Detect mistakes.,Organization
AB5C,0.78,-1,Don't pay attention.,Organization
AB5C,0.78,1,Follow through on my commitments.,Organization
AB5C,0.78,1,Have an eye for detail.,Organization
AB5C,0.78,1,Make well-considered decisions.,Organization
AB5C,0.78,1,Pay attention to details.,Organization
AB5C,0.78,-1,Put little time and effort into my work.,Organization
AB5C,0.78,-1,Seldom notice details.,Organization
AB5C,0.78,1,Set high standards for myself and others.,Organization
AB5C,0.78,1,Think ahead.,Organization
HEXACO_PI,0.85,-1,Am not bothered by disorder.,Organization
HEXACO_PI,0.85,-1,Don't finish the things that I start.,Organization
HEXACO_PI,0.85,1,Get chores done right away.,Organization
HEXACO_PI,0.85,1,Keep things tidy.,Organization
HEXACO_PI,0.85,-1,Leave a mess in my room.,Organization
HEXACO_PI,0.85,-1,Leave my belongings around.,Organization
HEXACO_PI,0.85,1,Like order.,Organization
HEXACO_PI,0.85,1,Like to tidy up.,Organization
HEXACO_PI,0.85,-1,Often forget to put things back in their proper place.,Organization
HEXACO_PI,0.85,1,Want everything to be just right.,Organization
HPI-HIC,0.72,1,Continue until everything is perfect.,Organization
HPI-HIC,0.72,1,Love order and regularity.,Organization
JPI,0.79,1,Follow a schedule.,Organization
JPI,0.79,1,Make plans and stick to them.,Organization
JPI,0.79,-1,Put off unpleasant tasks.,Organization
JPI,0.79,-1,Waste my time.,Organization
ORVIS,0.9,1,Be a purchasing agent,Organization
ORVIS,0.9,1,Be an office manager,Organization
ORVIS,0.9,1,Be the financial officer for a company,Organization
ORVIS,0.9,1,Develop an office filing system,Organization
ORVIS,0.9,1,Establish time schedules,Organization
ORVIS,0.9,1,Keep detailed records,Organization
ORVIS,0.9,1,Keep track of a company’s inventory,Organization
ORVIS,0.9,1,Manage a computer data base,Organization
ORVIS,0.9,1,Monitor business expenses,Organization
ORVIS,0.9,1,Plan budgets,Organization
ORVIS,0.9,1,Plan investment strategies,Organization
ORVIS,0.9,1,Prepare financial contracts,Organization
ORVIS,0.9,1,Supervise the work of others,Organization
HEXACO_PI,0.88,-1,Am easily annoyed.,Patience
HEXACO_PI,0.88,1,Am usually a patient person.,Patience
HEXACO_PI,0.88,1,Find that it takes a lot to make me feel angry at someone.,Patience
HEXACO_PI,0.88,-1,Get angry easily.,Patience
HEXACO_PI,0.88,-1,Get irritated easily.,Patience
HEXACO_PI,0.88,-1,Get upset easily.,Patience
HEXACO_PI,0.88,-1,Lose my temper.,Patience
HEXACO_PI,0.88,1,Rarely feel angry with people.,Patience
HEXACO_PI,0.88,1,Rarely get irritated.,Patience
HEXACO_PI,0.88,1,Seldom get mad.,Patience
CAT-PD,"0.86,0.82",1,Am a strange person.,Peculiarity
CAT-PD,"0.86,0.82",1,Am considered to be kind of eccentric.,Peculiarity
CAT-PD,"0.86,0.82",1,Am odd.,Peculiarity
CAT-PD,"0.86,0.82",1,Have been told that my behavior often is bizarre.,Peculiarity
CAT-PD,"0.86,0.82",-1,Would describe myself as a normal person.,Peculiarity
AB5C,0.76,-1,Am not bothered by disorder.,Perfectionism
AB5C,0.76,-1,Am not bothered by messy people.,Perfectionism
AB5C,0.76,1,Continue until everything is perfect.,Perfectionism
AB5C,0.76,1,Demand perfection in others.,Perfectionism
AB5C,0.76,1,Expect dedicated work from others.,Perfectionism
AB5C,0.76,1,Keep a sharp eye on others' work.,Perfectionism
AB5C,0.76,1,Want every detail taken care of.,Perfectionism
AB5C,0.76,1,Want everything to be just right.,Perfectionism
AB5C,0.76,1,Want things to proceed according to plan.,Perfectionism
CAT-PD,"0.81,0.85",1,Am not happy until all the details are taken care of.,Perfectionism
CAT-PD,"0.81,0.85",1,Don't consider a task finished until it's perfect.,Perfectionism
CAT-PD,"0.81,0.85",1,Expect nothing less than perfection.,Perfectionism
CAT-PD,"0.81,0.85",1,Set high standards for myself and others.,Perfectionism
CAT-PD,"0.81,0.85",1,Strive in every way possible to be flawless.,Perfectionism
Foa1998,0.82,1,Am afraid that I will do the wrong thing.,Perfectionism
Foa1998,0.82,1,Am filled with doubts about things.,Perfectionism
Foa1998,0.82,-1,Complete tasks successfully.,Perfectionism
Foa1998,0.82,1,Dislike myself.,Perfectionism
Foa1998,0.82,1,Excel in nothing at all.,Perfectionism
Foa1998,0.82,-1,Feel comfortable with myself.,Perfectionism
Foa1998,0.82,1,Mess things up.,Perfectionism
Foa1998,0.82,1,Question my ability to do my work properly.,Perfectionism
Foa1998,0.82,-1,Remain calm under pressure.,Perfectionism
Foa1998,0.82,-1,Seldom feel blue.,Perfectionism
HEXACO_PI,0.8,1,Demand quality.,Perfectionism
HEXACO_PI,0.8,1,Detect mistakes.,Perfectionism
HEXACO_PI,0.8,1,Dislike imperfect work.,Perfectionism
HEXACO_PI,0.8,1,Have an eye for detail.,Perfectionism
HEXACO_PI,0.8,1,Pay attention to details.,Perfectionism
HEXACO_PI,0.8,-1,Pay too little attention to details.,Perfectionism
HEXACO_PI,0.8,-1,Prefer to just let things happen.,Perfectionism
HEXACO_PI,0.8,1,Want everything to add up perfectly.,Perfectionism
Foa2002,0.87,1,Am considered attractive by others.,Physical Attractiveness
Foa2002,0.87,1,Attract attention from the opposite sex.,Physical Attractiveness
Foa2002,0.87,-1,Dislike looking at my body.,Physical Attractiveness
Foa2002,0.87,-1,Dislike looking at myself in the mirror.,Physical Attractiveness
Foa2002,0.87,-1,Don't consider myself attractive.,Physical Attractiveness
